image_id,bbox,width,height,size
142238,"[465.51, 210.08, 67.32, 143.29]",67.32,143.29,9646.282799999999
142238,"[0.06, 242.31, 9.09, 43.85]",9.09,43.85,398.5965
142238,"[435.97, 125.49, 69.74, 150.42]",69.74,150.42,10490.290799999999
142238,"[336.8, 208.22, 54.7, 148.73]",54.7,148.73,8135.531
142238,"[585.75, 229.45, 13.07, 38.05]",13.07,38.05,497.3135
142238,"[75, 111, 516, 261]",516.0,261.0,134676.0
142238,"[617.57, 247.07, 22.43, 69.33]",22.43,69.33,1555.0719
142238,"[152.71, 217.01, 58.84, 139.95]",58.84,139.95,8234.658
142238,"[47.02, 220.94, 36.46, 138.17]",36.46,138.17,5037.678199999999
142238,"[420.23, 183.04, 48.82, 173.21]",48.82,173.21,8456.1122
142238,"[270.65, 117.86, 53.66, 141.72]",53.66,141.72,7604.695199999999
142238,"[241.12, 183.39, 45.27, 170.11]",45.27,170.11,7700.879700000001
142324,"[150, 179, 399, 163]",399.0,163.0,65037.0
142324,"[66.81, 158.94, 59.67, 119.54]",59.67,119.54,7132.951800000001
142324,"[193.56, 171.91, 67.9, 168.99]",67.9,168.99,11474.421000000002
142324,"[72.65, 202.86, 47.04, 164.15]",47.04,164.15,7721.616
142324,"[0, 139.06, 76.57, 245.87]",76.57,245.87,18826.2659
142324,"[283.85, 195.28, 45.1, 95.98]",45.1,95.98,4328.698
142324,"[268.36, 192.47, 26.14, 32.54]",26.14,32.54,850.5956
142324,"[195.58, 196.07, 13.63, 13.94]",13.63,13.94,190.00220000000002
142324,"[391.9, 207.38, 45.5, 43.95]",45.5,43.95,1999.7250000000001
142324,"[123.24, 188.65, 40, 143.78]",40.0,143.78,5751.2
142324,"[585.86, 199.87, 54.14, 107.39]",54.14,107.39,5814.0946
142324,"[346.63, 146.76, 126.32, 134.93]",126.32,134.93,17044.3576
142324,"[117.37, 187.31, 20, 69.05]",20.0,69.05,1381.0
142324,"[294.73, 178.29, 44.59, 103.16]",44.59,103.16,4599.9044
142472,"[278.76, 338.28, 23.69, 30.39]",23.69,30.39,719.9391
142472,"[379.04, 356.7, 26.89, 61.12]",26.89,61.12,1643.5167999999999
142472,"[534.3, 371.37, 5.78, 17.86]",5.78,17.86,103.2308
142472,"[526.15, 362.65, 6.81, 25.03]",6.81,25.03,170.4543
142472,"[539.99, 365.92, 8.74, 23.96]",8.74,23.96,209.4104
142472,"[392.3, 363.1, 33.71, 62.16]",33.71,62.16,2095.4136
142585,"[96.13, 285.01, 32.84, 70.84]",32.84,70.84,2326.3856000000005
142585,"[91.57, 287.15, 74.26, 149.03]",74.26,149.03,11066.9678
142620,"[269.96, 5.74, 359.95, 414.52]",359.95,414.52,149206.474
142790,"[258.25, 143.36, 165.41, 124.18]",165.41,124.18,20540.6138
142790,"[150.84, 172.35, 144.79, 110.32]",144.79,110.32,15973.232799999998
142971,"[307.86, 189.78, 123.36, 128.62]",123.36,128.62,15866.5632
142971,"[176.33, 73.42, 133.42, 154.43]",133.42,154.43,20604.0506
142971,"[414.57, 211.24, 94.81, 86.88]",94.81,86.88,8237.0928
142971,"[93.9, 108.88, 146.7, 148.77]",146.7,148.77,21824.559
143068,"[125.93, 157.53, 2.6, 5.12]",2.6,5.12,13.312000000000001
143068,"[132.67, 158.13, 1.48, 4.38]",1.48,4.38,6.4824
143068,"[501.1, 126.99, 31.61, 85.72]",31.61,85.72,2709.6092
143068,"[374.01, 146.62, 1.92, 4.76]",1.92,4.76,9.139199999999999
143068,"[578.59, 136.28, 48.31, 76.72]",48.31,76.72,3706.3432000000003
143068,"[148.56, 156.2, 3.06, 5.55]",3.06,5.55,16.983
143068,"[624.25, 120.69, 15.75, 70.88]",15.75,70.88,1116.36
143068,"[620.29, 140.01, 10.27, 28.6]",10.27,28.6,293.722
143068,"[102.9, 155.7, 2.9, 9.79]",2.9,9.79,28.391
143068,"[142.84, 156.35, 2.7, 4.32]",2.7,4.32,11.664000000000001
143068,"[92.54, 154.98, 4.97, 11.09]",4.97,11.09,55.11729999999999
143068,"[533.06, 128.84, 48.55, 82.96]",48.55,82.96,4027.7079999999996
143068,"[1, 126, 630, 49]",630.0,49.0,30870.0
143556,"[368.56, 237.02, 42.45, 53.65]",42.45,53.65,2277.4425
143556,"[134.41, 226.04, 44.35, 58.02]",44.35,58.02,2573.1870000000004
143556,"[439.91, 203.94, 33.01, 62.22]",33.01,62.22,2053.8822
143556,"[15.04, 232.04, 224.07, 289.83]",224.07,289.83,64942.208099999996
143556,"[421.15, 218.47, 26.18, 17.81]",26.18,17.81,466.26579999999996
143556,"[390.78, 211.46, 32.21, 54.93]",32.21,54.93,1769.2953
143556,"[377.63, 231.45, 95.01, 243.32]",95.01,243.32,23117.8332
143572,"[230.37, 170.04, 182.49, 253.66]",182.49,253.66,46290.413400000005
143572,"[426.16, 151.18, 34.48, 59.03]",34.48,59.03,2035.3544
143572,"[427.16, 36.58, 21.5, 30.39]",21.5,30.39,653.385
143572,"[559.46, 50.66, 26.43, 36.34]",26.43,36.34,960.4662000000001
143572,"[237.12, 137.66, 24.18, 26.92]",24.18,26.92,650.9256
143572,"[181.62, 150.11, 27.84, 54.75]",27.84,54.75,1524.24
143572,"[153.81, 277.13, 52.02, 34.11]",52.02,34.11,1774.4022
143572,"[118.74, 142.06, 30.15, 53.43]",30.15,53.43,1610.9144999999999
143572,"[237.93, 151.78, 26.65, 60.11]",26.65,60.11,1601.9315
143572,"[174.1, 130.03, 25.71, 35.91]",25.71,35.91,923.2461
143572,"[202.86, 136.58, 22.01, 34.75]",22.01,34.75,764.8475000000001
143572,"[405.14, 140.37, 27.6, 47.07]",27.6,47.07,1299.132
143572,"[55, 146, 535, 232]",535.0,232.0,124120.0
143572,"[480.93, 219.99, 30.92, 24.9]",30.92,24.9,769.908
143931,"[449.74, 155.39, 87.69, 139.27]",87.69,139.27,12212.5863
143961,"[160.03, 73.07, 145.64, 80.61]",145.64,80.61,11740.040399999998
143961,"[0.92, 140.55, 81.38, 185.86]",81.38,185.86,15125.2868
143961,"[447.37, 267.7, 114.91, 88.3]",114.91,88.3,10146.553
143961,"[22.6, 123.98, 75.11, 96.02]",75.11,96.02,7212.062199999999
143961,"[131.2, 158.4, 98.4, 193.6]",98.4,193.6,19050.24
143961,"[1, 0, 576, 355]",576.0,355.0,204480.0
143961,"[116.79, 62.92, 44.82, 78.73]",44.82,78.73,3528.6786
143961,"[231.9, 23.52, 75.85, 72.38]",75.85,72.38,5490.022999999999
143961,"[584.51, 125.88, 54.53, 226.11]",54.53,226.11,12329.778300000002
143961,"[309.62, 186.62, 119.19, 121.86]",119.19,121.86,14524.4934
143961,"[57.16, 153.03, 76.66, 131.24]",76.66,131.24,10060.858400000001
143961,"[82.93, 16.12, 69.52, 107.22]",69.52,107.22,7453.934399999999
143961,"[251.4, 239.09, 101.96, 112.51]",101.96,112.51,11471.5196
143961,"[482.54, 178.7, 119.65, 167.51]",119.65,167.51,20042.5715
144003,"[108.22, 1.5, 107.47, 160.94]",107.47,160.94,17296.2218
144003,"[193.29, 0.15, 192.94, 180.97]",192.94,180.97,34916.3518
144003,"[181.61, 15.93, 230.39, 352.3]",230.39,352.3,81166.397
144003,"[18.58, 89.1, 226.35, 281.25]",226.35,281.25,63660.9375
144003,"[276.91, 0.51, 174.65, 188.78]",174.65,188.78,32970.427
144003,"[330.04, 0.31, 169.96, 339.64]",169.96,339.64,57725.2144
144114,"[284.07, 220.59, 35.33, 31.47]",35.33,31.47,1111.8351
144300,"[606.06, 68.35, 33.94, 187.43]",33.94,187.43,6361.3742
144300,"[509.16, 68.4, 69.49, 111.45]",69.49,111.45,7744.6605
144333,"[117.4, 123.27, 199.02, 343.62]",199.02,343.62,68387.2524
144784,"[244.29, 340.18, 130.71, 150.69]",130.71,150.69,19696.6899
144932,"[502.27, 220.28, 4.01, 4.06]",4.01,4.06,16.280599999999996
144932,"[528.26, 199.68, 5.38, 10.77]",5.38,10.77,57.9426
144984,"[76.22, 175.46, 322.16, 457.35]",322.16,457.35,147339.87600000002
145020,"[258.26, 180.63, 17.59, 22.26]",17.59,22.26,391.5534
145020,"[202.56, 190.83, 18.05, 45.73]",18.05,45.73,825.4265
145020,"[25.9, 199.68, 3.55, 8.37]",3.55,8.37,29.713499999999996
145020,"[27, 201, 209, 68]",209.0,68.0,14212.0
145020,"[139.62, 194.66, 17.97, 29.59]",17.97,29.59,531.7323
145020,"[166.47, 211.98, 17.35, 61.98]",17.35,61.98,1075.353
145020,"[115.12, 195.8, 28.2, 31.75]",28.2,31.75,895.35
145020,"[217.83, 201.6, 19.49, 68.94]",19.49,68.94,1343.6406
145020,"[63.7, 199.05, 5.26, 10.82]",5.26,10.82,56.913199999999996
145020,"[87.27, 217.4, 15.97, 60.96]",15.97,60.96,973.5312
145020,"[257.87, 189.9, 22.48, 85.81]",22.48,85.81,1929.0088
145020,"[46.94, 240.36, 47.11, 58.64]",47.11,58.64,2762.5304
145020,"[0, 193.39, 30.38, 83.72]",30.38,83.72,2543.4136
145020,"[0, 242.6, 42.33, 60.03]",42.33,60.03,2541.0699
145597,"[476.76, 33.44, 163.24, 231.91]",163.24,231.91,37856.9884
145597,"[37.75, 12.94, 122.97, 197.4]",122.97,197.4,24274.278000000002
145597,"[315.97, 10.37, 158.98, 209.06]",158.98,209.06,33236.3588
145597,"[0, 65.32, 198.12, 414.68]",198.12,414.68,82156.4016
145597,"[355.16, 123.34, 284.84, 356.66]",284.84,356.66,101591.0344
145620,"[495.33, 68.81, 16.68, 52.83]",16.68,52.83,881.2044
145620,"[513.85, 67.6, 10.16, 52.66]",10.16,52.66,535.0255999999999
145620,"[303.73, 93.08, 117.57, 163.62]",117.57,163.62,19236.8034
145620,"[521.17, 68.12, 13.15, 55.46]",13.15,55.46,729.299
145665,"[1.43, 278.39, 196.6, 264.03]",196.6,264.03,51908.297999999995
146155,"[156.83, 17.9, 226.43, 494.1]",226.43,494.1,111879.06300000001
146155,"[568.63, 171.71, 71.37, 234.83]",71.37,234.83,16759.8171
146155,"[108.42, 122.36, 83.82, 111.76]",83.82,111.76,9367.7232
146155,"[0, 371.63, 35.07, 139.81]",35.07,139.81,4903.1367
146155,"[6.06, 110.29, 187.1, 401.71]",187.1,401.71,75159.94099999999
146358,"[155.33, 134.09, 61.91, 81.85]",61.91,81.85,5067.3335
146358,"[143.41, 142.95, 42.46, 66.39]",42.46,66.39,2818.9194
146358,"[244.94, 113.78, 142.22, 496.2]",142.22,496.2,70569.564
146358,"[178.3, 93.66, 136.91, 354.22]",136.91,354.22,48496.260200000004
146457,"[0, 0, 263.61, 363.25]",263.61,363.25,95756.3325
146457,"[177.98, 0, 157.48, 264.27]",157.48,264.27,41617.23959999999
146667,"[540.69, 24.3, 42.58, 106.03]",42.58,106.03,4514.7573999999995
146667,"[529.97, 9.42, 19.21, 114.17]",19.21,114.17,2193.2057
146667,"[27.02, 24.98, 50.74, 119.05]",50.74,119.05,6040.597
146667,"[511.15, 15.21, 25.27, 104.51]",25.27,104.51,2640.9677
146667,"[477.7, 16.68, 39.83, 41.35]",39.83,41.35,1646.9705
146667,"[431.88, 14.34, 45.73, 70.23]",45.73,70.23,3211.6178999999997
146667,"[251.94, 37.55, 204.7, 268.89]",204.7,268.89,55041.782999999996
146667,"[334.31, 25.03, 27.33, 60.5]",27.33,60.5,1653.465
146667,"[162.7, 1.58, 45.55, 127.06]",45.55,127.06,5787.583
146667,"[64.24, 17.49, 45.26, 121.15]",45.26,121.15,5483.249
146667,"[228.72, 4.95, 47.98, 191.93]",47.98,191.93,9208.8014
146667,"[149.29, 49.74, 22.31, 21.29]",22.31,21.29,474.97989999999993
146825,"[47.5, 142.78, 11.99, 40.19]",11.99,40.19,481.87809999999996
146825,"[38.89, 152.07, 17.35, 52.08]",17.35,52.08,903.5880000000001
146825,"[11.11, 145.82, 20.14, 57.63]",20.14,57.63,1160.6682
146825,"[62.73, 143.92, 5.19, 20.05]",5.19,20.05,104.05950000000001
146825,"[25.18, 138.91, 21.19, 61.76]",21.19,61.76,1308.6944
146825,"[55.74, 147.87, 9.75, 47.04]",9.75,47.04,458.64
146831,"[1.27, 248.21, 107.44, 155.96]",107.44,155.96,16756.3424
146831,"[271.23, 146.82, 88.44, 214.48]",88.44,214.48,18968.6112
147415,"[352.72, 4.58, 287.28, 468.14]",287.28,468.14,134487.25919999997
147725,"[315.54, 157.18, 28.05, 27.77]",28.05,27.77,778.9485
147725,"[606.24, 182.52, 12.94, 31.3]",12.94,31.3,405.022
147729,"[228.5, 91.8, 54.45, 68.97]",54.45,68.97,3755.4165000000003
147729,"[285.85, 99.37, 82.92, 140.17]",82.92,140.17,11622.8964
147729,"[467.7, 26.97, 32.3, 74.15]",32.3,74.15,2395.045
147729,"[306.74, 198.88, 185.39, 170.22]",185.39,170.22,31557.085799999997
147729,"[0.84, 77.53, 161.8, 235.95]",161.8,235.95,38176.71
147729,"[341.32, 104.79, 136.02, 105.79]",136.02,105.79,14389.555800000002
147729,"[326.12, 64.63, 63.21, 81.74]",63.21,81.74,5166.7854
147729,"[0, 87.01, 310.67, 287.99]",310.67,287.99,89469.8533
147729,"[241.69, 118.66, 88.4, 191.48]",88.4,191.48,16926.832
147740,"[4.35, 145.12, 92.52, 205.72]",92.52,205.72,19033.2144
147740,"[106.42, 220.98, 37.85, 132.04]",37.85,132.04,4997.714
147740,"[66.84, 167.6, 61.41, 186.69]",61.41,186.69,11464.632899999999
147740,"[193.08, 293.39, 262.11, 179.06]",262.11,179.06,46933.416600000004
147740,"[382.66, 128.78, 42.11, 115.1]",42.11,115.1,4846.861
147740,"[557.5, 83.13, 82.5, 387.5]",82.5,387.5,31968.75
147740,"[375.93, 144.19, 19.07, 33.79]",19.07,33.79,644.3753
148508,"[41.46, 222.85, 17.24, 65.83]",17.24,65.83,1134.9091999999998
148508,"[28.73, 219.55, 20.24, 74.62]",20.24,74.62,1510.3088
148508,"[575.74, 171.49, 43.24, 37.44]",43.24,37.44,1618.9056
148508,"[427.78, 179.38, 41.57, 198.61]",41.57,198.61,8256.217700000001
148508,"[152.24, 219.96, 10.19, 42.81]",10.19,42.81,436.2339
148508,"[454.81, 185.45, 77.27, 210.85]",77.27,210.85,16292.3795
148508,"[321.45, 210.12, 14.62, 34.72]",14.62,34.72,507.60639999999995
148508,"[456.44, 187.68, 51.39, 209.46]",51.39,209.46,10764.1494
148508,"[3, 163, 636, 261]",636.0,261.0,165996.0
148508,"[291.6, 215.66, 8.99, 22.64]",8.99,22.64,203.5336
148508,"[53.95, 219.6, 16.83, 60.62]",16.83,60.62,1020.2345999999999
148508,"[90.33, 238.17, 31.26, 40.53]",31.26,40.53,1266.9678000000001
148508,"[236.85, 286.52, 136.58, 133.7]",136.58,133.7,18260.746
148508,"[119.8, 222.52, 18.19, 46.81]",18.19,46.81,851.4739000000001
148662,"[0.8, 0, 141.47, 247.34]",141.47,247.34,34991.1898
148662,"[69.91, 0, 353.4, 235.9]",353.4,235.9,83367.06
148662,"[81.98, 0, 556.58, 480]",556.58,480.0,267158.4
148719,"[1.73, 119.54, 41.5, 44.12]",41.5,44.12,1830.9799999999998
148739,"[74.11, 120.38, 91.34, 120.36]",91.34,120.36,10993.6824
148999,"[477.37, 334.32, 10.44, 11.28]",10.44,11.28,117.76319999999998
148999,"[315, 329, 224, 28]",224.0,28.0,6272.0
148999,"[496.36, 332.62, 7.9, 11.86]",7.9,11.86,93.694
148999,"[299.51, 165.58, 43.78, 60.27]",43.78,60.27,2638.6206
148999,"[415.95, 341.65, 9.13, 8.37]",9.13,8.37,76.4181
148999,"[328.7, 344.04, 8.31, 10.81]",8.31,10.81,89.8311
148999,"[436.69, 339.69, 7.05, 7.9]",7.05,7.9,55.695
148999,"[412.71, 341.62, 5.13, 7.92]",5.13,7.92,40.629599999999996
148999,"[255.03, 188.84, 43.26, 45.47]",43.26,45.47,1967.0321999999999
148999,"[345.25, 346.85, 7.12, 7.04]",7.12,7.04,50.1248
148999,"[448.76, 334.35, 11.65, 12.18]",11.65,12.18,141.897
148999,"[422.52, 122.06, 66.22, 117.43]",66.22,117.43,7776.2146
148999,"[533.71, 335.02, 6.51, 6.92]",6.51,6.92,45.0492
148999,"[487.48, 108.93, 136.07, 129.35]",136.07,129.35,17600.654499999997
149222,"[162.66, 75.65, 41.61, 35.94]",41.61,35.94,1495.4633999999999
149222,"[236.11, 72.81, 12.37, 16.3]",12.37,16.3,201.631
149222,"[195.38, 150.05, 13.53, 14.27]",13.53,14.27,193.07309999999998
149375,"[121.16, 150.18, 28.11, 46.06]",28.11,46.06,1294.7466
149375,"[514.92, 142.39, 22.21, 73.71]",22.21,73.71,1637.0991
149375,"[208.17, 42.17, 185.28, 333.51]",185.28,333.51,61792.7328
149375,"[87.54, 139.39, 20.41, 57.51]",20.41,57.51,1173.7791
149568,"[145.22, 0, 183.41, 396.4]",183.41,396.4,72703.72399999999
149770,"[65, 31.03, 81, 77.5]",81.0,77.5,6277.5
150224,"[346.03, 213.74, 78.08, 186.03]",78.08,186.03,14525.2224
150224,"[312.94, 336.57, 23.88, 25.6]",23.88,25.6,611.328
150224,"[409.73, 267.71, 124.74, 109.39]",124.74,109.39,13645.3086
150224,"[407.52, 241.72, 45.44, 109.74]",45.44,109.74,4986.585599999999
150224,"[205.34, 289.78, 85.4, 115.15]",85.4,115.15,9833.810000000001
150224,"[378.44, 282.38, 98.04, 135.33]",98.04,135.33,13267.753200000003
150265,"[18.43, 0, 61.12, 104.15]",61.12,104.15,6365.648
150265,"[67.55, 29.45, 52.21, 103.29]",52.21,103.29,5392.7709
150265,"[122.25, 375.37, 199.91, 254.56]",199.91,254.56,50889.0896
150265,"[12.07, 78.32, 151.07, 323.72]",151.07,323.72,48904.3804
150265,"[161.61, 0.25, 28.17, 77.78]",28.17,77.78,2191.0626
150265,"[91.12, 0, 39.58, 69.01]",39.58,69.01,2731.4158
150417,"[379.01, 2.29, 260.99, 447.58]",260.99,447.58,116813.9042
150417,"[112.43, 70.77, 229.25, 264.75]",229.25,264.75,60693.9375
150638,"[145.56, 13.59, 54.37, 74.36]",54.37,74.36,4042.9532
150638,"[182.97, 0, 147.22, 88.96]",147.22,88.96,13096.6912
150638,"[499.35, 0.42, 79.76, 79.41]",79.76,79.41,6333.7416
150638,"[169.92, 6.46, 28.67, 54.98]",28.67,54.98,1576.2766
150649,"[316.52, 37.05, 59.69, 91.06]",59.69,91.06,5435.3714
150649,"[397.6, 81.59, 2.37, 4.52]",2.37,4.52,10.712399999999999
150649,"[119.79, 22.15, 73.38, 107.7]",73.38,107.7,7903.026
150649,"[108.67, 145.65, 79.31, 121.26]",79.31,121.26,9617.1306
150649,"[203.39, 21.25, 71.28, 100.65]",71.28,100.65,7174.332
150649,"[447.22, 140.97, 52.78, 152.02]",52.78,152.02,8023.615600000001
151000,"[600.12, 379.28, 39.88, 46.72]",39.88,46.72,1863.1936
151000,"[175.75, 35.45, 214.91, 381.11]",214.91,381.11,81904.3501
151000,"[492.38, 265.58, 55.76, 160.42]",55.76,160.42,8945.019199999999
151000,"[453.14, 224.03, 65.13, 200.25]",65.13,200.25,13042.2825
151000,"[136.48, 139.88, 115.57, 284.64]",115.57,284.64,32895.8448
151000,"[566.87, 320.21, 41.12, 105.79]",41.12,105.79,4350.0848
151000,"[362.88, 175.81, 59.9, 204.18]",59.9,204.18,12230.382
151051,"[132.04, 200.97, 132.52, 116.93]",132.52,116.93,15495.563600000001
151480,"[240.74, 44.83, 21.07, 69.64]",21.07,69.64,1467.3148
151480,"[384.13, 188.17, 50.54, 128.92]",50.54,128.92,6515.616799999999
151480,"[265.31, 184.98, 54.14, 144.14]",54.14,144.14,7803.739599999999
151480,"[293.75, 181.37, 42.25, 133.01]",42.25,133.01,5619.6725
151480,"[353.52, 42.43, 26.43, 80.14]",26.43,80.14,2118.1002
151480,"[250.84, 182.03, 35.63, 92]",35.63,92.0,3277.96
151480,"[208.04, 173.28, 44.36, 148.6]",44.36,148.6,6591.896
151480,"[410.21, 73.22, 28.83, 48.24]",28.83,48.24,1390.7592
151480,"[311.67, 63.53, 28.81, 57.61]",28.81,57.61,1659.7441
151480,"[169.6, 175.1, 53.78, 144.46]",53.78,144.46,7769.058800000001
151480,"[369.23, 27.1, 36.92, 95.28]",36.92,95.28,3517.7376000000004
151629,"[92.93, 466.89, 38.34, 106.81]",38.34,106.81,4095.0954000000006
151629,"[38.74, 257, 325.74, 374.53]",325.74,374.53,121999.4022
151629,"[22.49, 463.79, 85.5, 141.25]",85.5,141.25,12076.875
151657,"[10.09, 16.58, 204.68, 616.93]",204.68,616.93,126273.2324
151657,"[198.47, 107.87, 143.82, 524.94]",143.82,524.94,75496.8708
151820,"[503.79, 175.54, 97.18, 179.57]",97.18,179.57,17450.6126
151820,"[342.9, 158.71, 188.84, 267.86]",188.84,267.86,50582.682400000005
151820,"[249.48, 139.13, 86.36, 95.96]",86.36,95.96,8287.105599999999
151820,"[354.23, 140.48, 91.42, 90.67]",91.42,90.67,8289.0514
151820,"[63.33, 144.89, 147.77, 238.93]",147.77,238.93,35306.686100000006
151820,"[136.75, 131.65, 102.29, 131.45]",102.29,131.45,13446.0205
151820,"[543.09, 150.6, 57.49, 105.41]",57.49,105.41,6060.0209
151938,"[320, 0.83, 150, 630]",150.0,630.0,94500.0
151938,"[6.63, 2.65, 308.4, 626.74]",308.4,626.74,193286.61599999998
151938,"[261.18, 157.74, 45.78, 73.3]",45.78,73.3,3355.674
151938,"[273.3, 167.8, 80.04, 119.27]",80.04,119.27,9546.3708
151962,"[53.82, 378.97, 37.67, 90.41]",37.67,90.41,3405.7447
152120,"[224.53, 25.61, 241.81, 286.91]",241.81,286.91,69377.7071
152214,"[74.62, 3.83, 398.92, 622.78]",398.92,622.78,248439.3976
152686,"[231.39, 23.32, 175.78, 365.92]",175.78,365.92,64321.4176
152686,"[0.4, 110.79, 35.02, 278.05]",35.02,278.05,9737.311000000002
153011,"[0, 204.86, 28.11, 150.28]",28.11,150.28,4224.3708
153011,"[216.49, 193.04, 30.73, 96.41]",30.73,96.41,2962.6793
153011,"[20.09, 229.89, 17.72, 53.39]",17.72,53.39,946.0708
153011,"[414.45, 202.05, 28.95, 140.45]",28.95,140.45,4066.0274999999997
153011,"[24.53, 220.35, 47.05, 92.53]",47.05,92.53,4353.5365
153011,"[136.99, 216.81, 45.3, 105.71]",45.3,105.71,4788.663
153011,"[164.65, 191.89, 31.07, 50.17]",31.07,50.17,1558.7819000000002
153011,"[430.49, 208.79, 46.28, 140.99]",46.28,140.99,6525.0172
153011,"[97.18, 201.07, 106.74, 182.05]",106.74,182.05,19432.017
153229,"[120.66, 223.77, 69.07, 169.84]",69.07,169.84,11730.8488
153229,"[233.62, 30.74, 103.49, 361.71]",103.49,361.71,37433.3679
153229,"[168.56, 33.24, 131.75, 371.53]",131.75,371.53,48949.0775
153229,"[339.4, 147.26, 155.77, 297.1]",155.77,297.1,46279.26700000001
153229,"[118.18, 206.16, 83.15, 175.67]",83.15,175.67,14606.9605
153229,"[517.03, 217.72, 122.97, 236.44]",122.97,236.44,29075.0268
153229,"[518.76, 177.55, 61.75, 211]",61.75,211.0,13029.25
153527,"[479.37, 52.28, 20.63, 36.24]",20.63,36.24,747.6312
153527,"[472.24, 53.71, 9.39, 21.52]",9.39,21.52,202.0728
153527,"[460.29, 50.01, 17.57, 51.82]",17.57,51.82,910.4774
153527,"[422.62, 46.88, 27.48, 37.36]",27.48,37.36,1026.6528
153529,"[0.62, 278.34, 48.5, 57]",48.5,57.0,2764.5
153529,"[1.08, 97.94, 55.15, 309.04]",55.15,309.04,17043.556
153529,"[192.08, 91.74, 50.74, 162.45]",50.74,162.45,8242.713
153529,"[97.5, 137.05, 9.27, 22.5]",9.27,22.5,208.575
153529,"[133.87, 81.24, 59.46, 200.86]",59.46,200.86,11943.135600000001
153529,"[121.46, 114.2, 23.85, 143.01]",23.85,143.01,3410.7885
153529,"[280.45, 38.83, 146.7, 540.77]",146.7,540.77,79330.95899999999
153529,"[238.46, 127.12, 14.78, 13.4]",14.78,13.4,198.052
153669,"[237.61, 40.94, 56.42, 43.87]",56.42,43.87,2475.1454
153669,"[451.22, 200.29, 52.27, 107.23]",52.27,107.23,5604.9121000000005
153669,"[501.75, 206.13, 38.25, 66.36]",38.25,66.36,2538.27
153669,"[108.98, 127.99, 76.3, 171.78]",76.3,171.78,13106.814
153669,"[50.62, 119.2, 68.79, 183.21]",68.79,183.21,12603.015900000002
153669,"[1, 0, 638, 335]",638.0,335.0,213730.0
153669,"[421.12, 28.04, 51.79, 59.19]",51.79,59.19,3065.4501
153669,"[341.76, 55.14, 216.05, 348.74]",216.05,348.74,75345.277
153669,"[321.13, 0.91, 69.34, 84.78]",69.34,84.78,5878.6452
153669,"[577.65, 207.1, 36.46, 105.55]",36.46,105.55,3848.353
153669,"[280.34, 0.78, 55.18, 64.83]",55.18,64.83,3577.3194
153669,"[0, 126.67, 78.36, 173.13]",78.36,173.13,13566.4668
153669,"[488.97, 192.29, 103.7, 117.68]",103.7,117.68,12203.416000000001
153669,"[280.6, 102.04, 82.07, 199.63]",82.07,199.63,16383.634099999997
153797,"[322.52, 107.21, 113.52, 220.72]",113.52,220.72,25056.1344
154004,"[188.85, 70.7, 23.31, 88.39]",23.31,88.39,2060.3709
154004,"[205.09, 70.55, 23.62, 94]",23.62,94.0,2220.28
154004,"[314.84, 171.84, 89.27, 97.25]",89.27,97.25,8681.5075
154004,"[325.3, 112.33, 21.75, 29.77]",21.75,29.77,647.4975
154004,"[355.72, 101.74, 38.23, 29.87]",38.23,29.87,1141.9301
154004,"[453.98, 118.74, 61.47, 40.98]",61.47,40.98,2519.0406
154004,"[317.36, 114.41, 38.13, 36.16]",38.13,36.16,1378.7808
154004,"[224.81, 184.34, 99.02, 110.82]",99.02,110.82,10973.3964
154004,"[322.1, 126.25, 62.58, 64.98]",62.58,64.98,4066.4484
154004,"[71.93, 106.58, 50.78, 48.25]",50.78,48.25,2450.135
154004,"[1, 50, 445, 288]",445.0,288.0,128160.0
154004,"[123.78, 55.65, 46.06, 187.12]",46.06,187.12,8618.7472
154004,"[266.47, 107.32, 25.64, 35.93]",25.64,35.93,921.2452000000001
154004,"[165.51, 63.52, 32.06, 99.64]",32.06,99.64,3194.4584000000004
154087,"[248.65, 290.27, 44.32, 114.59]",44.32,114.59,5078.6288
154087,"[18.63, 291.16, 22.66, 102.18]",22.66,102.18,2315.3988000000004
154087,"[219.64, 301.88, 36.56, 96.15]",36.56,96.15,3515.2440000000006
154087,"[0, 281.05, 89.2, 135.42]",89.2,135.42,12079.464
154358,"[20.57, 299.39, 51.41, 68.38]",51.41,68.38,3515.4157999999993
154425,"[140.07, 1.2, 272.46, 419.24]",272.46,419.24,114226.1304
154644,"[385.52, 82.7, 114.48, 322.25]",114.48,322.25,36891.18
154644,"[3.37, 60.67, 495.51, 432.59]",495.51,432.59,214352.6709
154718,"[34.91, 326.01, 331.08, 168.92]",331.08,168.92,55926.033599999995
155145,"[312.24, 174.22, 24.89, 27.54]",24.89,27.54,685.4706
155145,"[330.31, 175.7, 24.14, 23.06]",24.14,23.06,556.6684
155145,"[117.75, 194.34, 27.51, 31.92]",27.51,31.92,878.1192000000001
155341,"[226.85, 306.37, 29.66, 28.13]",29.66,28.13,834.3358
155341,"[277.4, 271.88, 15.58, 19.33]",15.58,19.33,301.16139999999996
155341,"[20.01, 259.26, 17.01, 47.92]",17.01,47.92,815.1192000000001
155341,"[227.38, 263.69, 17.65, 22.69]",17.65,22.69,400.4785
155341,"[194.34, 278.18, 21.46, 9.14]",21.46,9.14,196.14440000000002
155341,"[178.38, 266.49, 16.21, 27.02]",16.21,27.02,437.99420000000003
