image_id_x,bbox_id,center_x,scale_x,score_y
151938,1,"[283.57000732421875, 193.88999938964844]","[0.3389062285423279, 0.4518750011920929]",0.6181866960092024
152120,0,"[344.93499755859375, 168.56500244140625]","[1.505062460899353, 2.0067498683929443]",0.6825355519266689
152214,0,"[273.5799865722656, 314.7200012207031]","[2.9145936965942383, 3.886125087738037]",0.8025711745023727
152686,1,"[17.40999984741211, 249.31500244140625]","[1.298671841621399, 1.7315624952316284]",0.6298918994143605
152686,0,"[318.7799987792969, 205.77999877929688]","[1.7105625867843628, 2.280750036239624]",0.9601555010851692
153011,6,"[179.68499755859375, 216.47500610351562]","[0.23048438131809235, 0.3073124885559082]",0.549286350607872
153011,4,"[13.555000305175781, 279.5]","[0.6997500658035278, 0.9329999685287476]",0.6550041051471934
153011,7,"[47.55500030517578, 266.114990234375]","[0.4290468692779541, 0.5720624923706055]",0.6801626016111935
153011,2,"[150.0500030517578, 291.5950012207031]","[0.8486718535423279, 1.1315624713897705]",0.7092249323340023
153011,5,"[159.13999938964844, 269.1650085449219]","[0.49082812666893005, 0.6544374823570251]",0.7231022119522095
153011,0,"[453.1300048828125, 278.7850036621094]","[0.6562030911445618, 0.8749374747276306]",0.7572037437382866
153011,3,"[231.35499572753906, 240.7449951171875]","[0.4472343623638153, 0.5963125228881836]",0.7872739977696362
153011,1,"[428.42498779296875, 271.7749938964844]","[0.6536718606948853, 0.8715624809265137]",0.7892303589512321
153229,4,"[154.69500732421875, 308.19000244140625]","[0.7914375066757202, 1.0552500486373901]",0.7341720724807066
153229,3,"[578.0150146484375, 335.44000244140625]","[1.1036250591278076, 1.4714999198913574]",0.7403675317764282
153229,5,"[159.2550048828125, 293.4949951171875]","[0.8187656402587891, 1.091687560081482]",0.7409139117773842
153229,0,"[416.7850036621094, 295.30999755859375]","[1.3879687786102295, 1.8506250381469727]",0.8349530854645897
153229,2,"[284.864990234375, 211.09500122070312]","[1.6908280849456787, 2.2544374465942383]",0.8370379910749548
153229,1,"[549.135009765625, 282.54998779296875]","[0.984375, 1.3125]",0.840439985780155
153229,6,"[233.93499755859375, 218.5050048828125]","[1.7368593215942383, 2.315812587738037]",0.8496336481150459
153529,4,"[28.155000686645508, 251.9600067138672]","[1.4439375400543213, 1.9252500534057617]",0.7089537285706576
153529,3,"[132.88499450683594, 185.2050018310547]","[0.6656718850135803, 0.8875625133514404]",0.7282255116631003
153529,2,"[163.10000610351562, 181.1699981689453]","[0.936843752861023, 1.2491250038146973]",0.7787733376026154
153529,1,"[216.9499969482422, 172.46499633789062]","[0.7567968964576721, 1.0090625286102295]",0.8697648083462435
153529,0,"[353.29998779296875, 308.7149963378906]","[2.5301718711853027, 3.3735623359680176]",0.8806268607868868
153669,10,"[307.42999267578125, 32.69499969482422]","[0.3386250138282776, 0.4514999985694885]",0.5921847017911764
153669,2,"[595.3800048828125, 259.375]","[0.4900780916213989, 0.6534374952316284]",0.6663153214114053
153669,8,"[446.5150146484375, 57.1349983215332]","[0.3174374997615814, 0.4232500195503235]",0.6933311765844171
153669,7,"[355.29998779296875, 42.79999923706055]","[0.4271249771118164, 0.5694999694824219]",0.6950036615133286
153669,9,"[476.8550109863281, 253.40499877929688]","[0.4979531168937683, 0.6639374494552612]",0.7203331831842661
153669,6,"[265.32000732421875, 62.375]","[0.3463749885559082, 0.46183332800865173]",0.7483052061154292
153669,1,"[540.3200073242188, 250.6300048828125]","[0.6418749690055847, 0.8558333516120911]",0.7929707660394556
153669,4,"[84.51499938964844, 210.30499267578125]","[0.8541094064712524, 1.13881254196167]",0.8057439011685988
153669,5,"[38.68000030517578, 212.73500061035156]","[0.8068593740463257, 1.0758124589920044]",0.8171759440618402
153669,11,"[321.135009765625, 201.35499572753906]","[0.9310781359672546, 1.2414374351501465]",0.8375026899225572
153669,3,"[146.6300048828125, 213.3800048828125]","[0.800531268119812, 1.0673750638961792]",0.8557875366771922
153669,0,"[449.2850036621094, 229.00999450683594]","[1.6300313472747803, 2.173375129699707]",0.8847683072090149
153797,0,"[378.7799987792969, 217.07000732421875]","[1.029937505722046, 1.3732500076293945]",0.9042942909633412
154004,6,"[96.81999969482422, 130.2050018310547]","[0.3111249804496765, 0.41483330726623535]",0.5524144284427166
154004,5,"[352.8900146484375, 158.24000549316406]","[0.38487499952316284, 0.5131666660308838]",0.657873751486049
154004,0,"[273.82000732421875, 239.25]","[0.612625002861023, 0.8168333172798157]",0.7091113679549274
154004,7,"[358.9750061035156, 219.96499633789062]","[0.5516875386238098, 0.7355833053588867]",0.737175116315484
154004,1,"[146.30999755859375, 148.7100067138672]","[0.8724374771118164, 1.1632499694824219]",0.7559936186846565
154004,4,"[216.39999389648438, 117.05000305175781]","[0.4359374940395355, 0.581250011920929]",0.7793592740507687
154004,3,"[200.0050048828125, 114.3949966430664]","[0.4096406400203705, 0.5461875200271606]",0.7890288461657131
154004,2,"[181.0399932861328, 112.83999633789062]","[0.4623749852180481, 0.6165000200271606]",0.8201801391208873
154087,3,"[29.459999084472656, 341.75]","[0.4742812514305115, 0.6323750019073486]",0.6548149559427711
154087,2,"[44.099998474121094, 348.260009765625]","[0.6300937533378601, 0.8401250243186951]",0.7833215962438023
154087,0,"[270.30999755859375, 347.06500244140625]","[0.5324531197547913, 0.7099375128746033]",0.8011474477894166
154087,1,"[237.4199981689453, 349.4549865722656]","[0.4460156261920929, 0.5946875214576721]",0.8562022167093614
154358,0,"[45.775001525878906, 333.0799865722656]","[0.31584376096725464, 0.42112499475479126]",0.6807818447842318
154425,0,"[275.79998779296875, 210.32000732421875]","[1.9605000019073486, 2.614000082015991]",0.8970098425360287
154644,1,"[442.260009765625, 243.3249969482422]","[1.505859375, 2.0078125]",0.4212987704409493
154644,0,"[250.625, 276.4649963378906]","[3.0906872749328613, 4.120916843414307]",0.7141255384141748
154718,0,"[199.9499969482422, 409.9700012207031]","[2.062999963760376, 2.750666618347168]",0.315468892455101
156071,9,"[293.4649963378906, 132.91000366210938]","[0.31190624833106995, 0.41587501764297485]",0.68288175876324
156071,3,"[25.389999389648438, 204.44500732421875]","[0.6121406555175781, 0.8161875009536743]",0.6882077902555466
156071,8,"[620.9199829101562, 158.48500061035156]","[0.5859843492507935, 0.7813125252723694]",0.7001255862414837
156071,0,"[70.69000244140625, 310.0249938964844]","[1.0065468549728394, 1.3420624732971191]",0.744209300069248
156071,1,"[492.44000244140625, 196.89500427246094]","[0.6121406555175781, 0.8161875009536743]",0.7575045333189123
156071,6,"[374.67498779296875, 176.00999450683594]","[0.6019687652587891, 0.8026249408721924]",0.7579251703094033
156071,4,"[263.0899963378906, 175.9199981689453]","[0.6944999694824219, 0.9259999990463257]",0.8158227380584268
156071,2,"[439.05499267578125, 133.7899932861328]","[0.45543748140335083, 0.6072499752044678]",0.8365140978027793
156071,5,"[534.9450073242188, 180.32000732421875]","[0.7872187495231628, 1.0496249198913574]",0.8457079319392934
156071,7,"[589.1199951171875, 173.41000366210938]","[0.871218740940094, 1.1616250276565552]",0.8833530510173124
156076,2,"[99.2300033569336, 140.5399932861328]","[1.2733125686645508, 1.6977499723434448]",0.6742375768147982
156076,0,"[206.8249969482422, 103.30999755859375]","[0.957281231880188, 1.2763750553131104]",0.7256017396083245
156076,1,"[505.875, 96.625]","[1.3851875066757202, 1.846916675567627]",0.8415465767566974
156292,0,"[205.77999877929688, 565.8200073242188]","[0.6110625267028809, 0.8147499561309814]",0.8321161129895378
156292,1,"[93.81500244140625, 464.82000732421875]","[0.8103749752044678, 1.0805000066757202]",0.9057953427819645
156643,4,"[186.10499572753906, 163.9949951171875]","[1.5273282527923584, 2.036437511444092]",0.2423907286591
156643,3,"[22.7450008392334, 229.94500732421875]","[0.9749531149864197, 1.2999374866485596]",0.6106165736913681
156643,1,"[542.7550048828125, 226.9949951171875]","[0.4524843692779541, 0.6033124923706055]",0.6422997956926172
156643,5,"[492.07000732421875, 159.6999969482422]","[0.3075000047683716, 0.4100000262260437]",0.6666326866700099
156643,2,"[599.4099731445312, 231.34500122070312]","[0.6646406054496765, 0.8861874938011169]",0.7057390809059143
156643,0,"[339.5899963378906, 247.13999938964844]","[1.7694998979568481, 2.3593332767486572]",0.8596087235670823
156924,1,"[173.4199981689453, 185.77999877929688]","[1.518625020980835, 2.0248332023620605]",0.7357044285163283
156924,0,"[323.1449890136719, 209.02999877929688]","[1.803687572479248, 2.404916763305664]",0.8020531748022351
157046,0,"[45.43000030517578, 197.53500366210938]","[1.2198281288146973, 1.6264374256134033]",0.5696879520135767
157365,0,"[169.14999389648438, 297.8599853515625]","[1.6994999647140503, 2.2660000324249268]",0.9141967121292564
157601,0,"[164.90499877929688, 251.05499267578125]","[2.061312437057495, 2.7484166622161865]",0.6524721682071686
157756,0,"[45.76499938964844, 475.3900146484375]","[0.3452812433242798, 0.46037498116493225]",0.6869661317152136
157756,1,"[81.77999877929688, 472.25]","[0.33665624260902405, 0.4488750100135803]",0.7503627275719362
157767,3,"[600.6500244140625, 240.18499755859375]","[1.6955156326293945, 2.2606875896453857]",0.4997972445562482
157767,2,"[465.6650085449219, 221.7550048828125]","[0.5326406359672546, 0.7101874947547913]",0.6670482675234477
157767,7,"[24.93000030517578, 292.6400146484375]","[0.9533437490463257, 1.2711249589920044]",0.6678991056978703
157767,8,"[193.69500732421875, 254.1300048828125]","[0.5685937404632568, 0.7581250667572021]",0.7053987033226911
157767,0,"[255.22000122070312, 282.56500244140625]","[1.2907030582427979, 1.7209374904632568]",0.7610110640525818
157767,6,"[54.755001068115234, 285.54998779296875]","[0.7899374961853027, 1.0532499551773071]",0.764138724654913
157767,4,"[107.44499969482422, 276.9949951171875]","[0.9263905882835388, 1.2351875305175781]",0.8178751468658447
157767,1,"[512.3800048828125, 289.7650146484375]","[1.2232030630111694, 1.6309374570846558]",0.8379864447257098
157767,9,"[375.5299987792969, 213.0]","[0.5827499628067017, 0.7769999504089355]",0.8421571896626399
157767,5,"[154.77499389648438, 264.7099914550781]","[0.7457811832427979, 0.9943749904632568]",0.846696418874404
157928,1,"[347.010009765625, 216.30999755859375]","[1.0833749771118164, 1.4444999694824219]",0.5879623819799984
157928,0,"[154.63499450683594, 195.1750030517578]","[1.596703052520752, 2.1289374828338623]",0.9034770131111145
158227,0,"[244.0850067138672, 180.21499633789062]","[1.6508125066757202, 2.201083183288574]",0.8050466730044439
158548,0,"[551.8200073242188, 219.61500549316406]","[0.36454689502716064, 0.48606249690055847]",0.7883937639348647
158660,0,"[29.350000381469727, 134.7949981689453]","[0.3678281307220459, 0.49043747782707214]",0.4205274164676666
158660,1,"[542.1699829101562, 149.31500244140625]","[1.34751558303833, 1.7966876029968262]",0.47906526923179626
158744,0,"[486.7349853515625, 200.76499938964844]","[1.141828179359436, 1.5224374532699585]",0.8017116224064547
158945,1,"[409.7950134277344, 312.9849853515625]","[0.5316093564033508, 0.7088124752044678]",0.7210581039681154
158945,0,"[126.80000305175781, 134.47500610351562]","[0.8591718673706055, 1.1455625295639038]",0.8999950114418479
158956,0,"[330.42498779296875, 228.23500061035156]","[2.017312526702881, 2.6897499561309814]",0.8257797406269953
159399,0,"[360.04998779296875, 337.739990234375]","[0.5508750081062317, 0.734499990940094]",0.826163582942065
160012,0,"[347.05499267578125, 90.87000274658203]","[2.3915624618530273, 3.1887502670288086]",0.6207249668928293
160556,0,"[545.7999877929688, 249.56500244140625]","[1.6183593273162842, 2.1578125953674316]",0.6470190187295278
160728,1,"[264.2650146484375, 314.864990234375]","[0.3720468580722809, 0.4960624873638153]",0.8766148616285885
160728,0,"[303.44000244140625, 325.2850036621094]","[0.557671844959259, 0.7435625195503235]",0.8783906137242037
160864,4,"[225.78500366210938, 42.619998931884766]","[0.5558124780654907, 0.7410833239555359]",0.5685356140136719
160864,3,"[98.5, 269.3450012207031]","[1.1546249389648438, 1.5394999980926514]",0.8405786437146804
160864,0,"[404.2349853515625, 209.2949981689453]","[1.5016875267028809, 2.0022499561309814]",0.864564432817347
160864,1,"[510.8800048828125, 184.44000244140625]","[1.0893750190734863, 1.4524998664855957]",0.8832552958937252
160864,5,"[194.0, 190.9550018310547]","[0.9813281297683716, 1.308437466621399]",0.889679095324348
160864,2,"[576.4450073242188, 151.1699981689453]","[0.9910312294960022, 1.3213751316070557]",0.8947605455622953
161032,0,"[438.9800109863281, 299.9200134277344]","[1.0681250095367432, 1.4241666793823242]",0.6503138735013849
161609,2,"[458.6449890136719, 271.1449890136719]","[2.2544374465942383, 3.0059168338775635]",0.5762670263648033
161609,1,"[182.4949951171875, 278.4200134277344]","[0.6269062161445618, 0.8358749747276306]",0.8156557907076443
161609,0,"[138.94500732421875, 264.17999267578125]","[0.7090312242507935, 0.9453749656677246]",0.820335707243751
161781,0,"[362.94500732421875, 191.38999938964844]","[1.6036875247955322, 2.1382501125335693]",0.8452895178514368
161799,1,"[248.02499389648438, 155.00999450683594]","[0.7689374685287476, 1.0252500772476196]",0.7473433245630825
161799,0,"[596.239990234375, 250.50999450683594]","[0.3604687452316284, 0.4806250035762787]",0.8641207498662612
161861,0,"[225.94000244140625, 196.94500732421875]","[1.102359414100647, 1.4698125123977661]",0.8624024285989649
161875,0,"[227.57000732421875, 228.6999969482422]","[1.4622187614440918, 1.949625015258789]",0.8765335573869593
161879,0,"[144.82000732421875, 171.38999938964844]","[1.5945937633514404, 2.126124858856201]",0.8113892849753884
161925,1,"[90.62000274658203, 366.2799987792969]","[2.4908437728881836, 3.321125030517578]",0.6964715789346134
161925,0,"[333.2250061035156, 362.4800109863281]","[2.528062343597412, 3.3707499504089355]",0.8069333241266363
161978,4,"[579.4249877929688, 65.66500091552734]","[0.614062488079071, 0.8187499642372131]",0.37769845376412076
161978,11,"[588.1099853515625, 330.4549865722656]","[0.4729999899864197, 0.6306666731834412]",0.37787944078445435
161978,5,"[73.44999694824219, 208.7050018310547]","[0.5046249628067017, 0.6728333234786987]",0.4037640169262886
161978,7,"[204.3249969482422, 334.7099914550781]","[0.3465000092983246, 0.4620000123977661]",0.4281065136194229
161978,3,"[422.20001220703125, 32.84000015258789]","[0.2938750088214874, 0.3918333351612091]",0.4380847298436695
161978,1,"[212.06500244140625, 47.92499923706055]","[0.3533906042575836, 0.4711875021457672]",0.4724775701761246
161978,8,"[53.17499923706055, 324.81500244140625]","[0.28843748569488525, 0.38458332419395447]",0.49464763204256695
161978,2,"[310.3800048828125, 53.02000045776367]","[0.7782500386238098, 1.03766667842865]",0.5526283562183381
161978,9,"[447.0950012207031, 222.81500244140625]","[0.5380781292915344, 0.7174375057220459]",0.5863639364639918
161978,6,"[531.5549926757812, 210.42999267578125]","[0.417843759059906, 0.5571249723434448]",0.6050649806857109
161978,10,"[334.19500732421875, 342.2449951171875]","[0.6721875071525574, 0.8962500095367432]",0.6409151330590248
161978,0,"[283.1400146484375, 208.6999969482422]","[0.42403125762939453, 0.565375030040741]",0.7721033990383148
162035,1,"[278.8349914550781, 22.8799991607666]","[0.3284375071525574, 0.43791666626930237]",0.29968290589749813
162035,0,"[129.69500732421875, 163.8249969482422]","[1.527984380722046, 2.0373125076293945]",0.5812810570001602
162092,8,"[325.25, 161.2949981689453]","[0.622265636920929, 0.8296874761581421]",0.2824375530083974
162092,1,"[47.685001373291016, 447.9700012207031]","[1.7803125381469727, 2.3737499713897705]",0.478167824447155
162092,7,"[269.4949951171875, 70.0]","[0.3765625059604645, 0.5020833611488342]",0.500157722405025
162092,10,"[88.7699966430664, 130.2449951171875]","[0.7129218578338623, 0.9505624771118164]",0.5026950786511103
162092,4,"[263.2799987792969, 159.93499755859375]","[0.6144843697547913, 0.8193124532699585]",0.5643924872080485
162092,9,"[237.30999755859375, 115.58000183105469]","[0.43162497878074646, 0.5755000114440918]",0.5860898743073145
162092,6,"[206.9149932861328, 90.73999786376953]","[0.3843750059604645, 0.512499988079071]",0.5881967416831425
162092,3,"[46.130001068115234, 136.125]","[0.8127656579017639, 1.083687424659729]",0.5941674053668976
162092,5,"[132.44500732421875, 68.33499908447266]","[0.33006250858306885, 0.4400833249092102]",0.6961403166254362
162092,2,"[173.8800048828125, 152.47000122070312]","[1.0432499647140503, 1.3910000324249268]",0.7480948299169541
162092,0,"[433.5799865722656, 340.3900146484375]","[2.799468517303467, 3.7326250076293945]",0.7942849443509028
162415,0,"[263.4100036621094, 364.80499267578125]","[2.8072500228881836, 3.743000030517578]",0.8084385028252234
162581,0,"[238.24000549316406, 325.5299987792969]","[1.7346562147140503, 2.3128750324249268]",0.8424887867534862
162732,2,"[268.42498779296875, 225.2899932861328]","[1.8252187967300415, 2.4336249828338623]",0.7754260376095772
162732,4,"[584.4400024414062, 213.0]","[1.9346250295639038, 2.579500198364258]",0.7955338586779201
162732,0,"[186.0749969482422, 231.51499938964844]","[1.8232967853546143, 2.4310624599456787]",0.8168729929363027
162732,3,"[83.45999908447266, 218.7550048828125]","[1.8979218006134033, 2.53056263923645]",0.8225337231860441
162732,1,"[337.739990234375, 224.51499938964844]","[1.888921856880188, 2.5185623168945312]",0.8689792191281038
163057,0,"[70.63500213623047, 312.04998779296875]","[0.6257812976837158, 0.8343750238418579]",0.8785597892368541
163117,1,"[191.0749969482422, 361.8599853515625]","[1.2330000400543213, 1.6439999341964722]",0.6312878807385762
163117,0,"[296.1300048828125, 346.5050048828125]","[1.3646719455718994, 1.8195624351501465]",0.7429018567005793
163117,4,"[10.010000228881836, 313.4849853515625]","[0.37504687905311584, 0.5000625252723694]",0.7503258024944979
163117,3,"[109.21499633789062, 352.0950012207031]","[0.7609218955039978, 1.0145624876022339]",0.7630177210359013
163117,2,"[152.22999572753906, 376.875]","[1.1112656593322754, 1.4816874265670776]",0.7636636600774878
163118,0,"[319.82000732421875, 248.00999450683594]","[1.6592812538146973, 2.2123749256134033]",0.8244169564808116
163118,1,"[222.99000549316406, 225.02999877929688]","[1.4017499685287476, 1.8690000772476196]",0.8362429702983183
163257,1,"[397.8349914550781, 146.7550048828125]","[0.5680781006813049, 0.7574374675750732]",0.579635962843895
163257,0,"[213.7949981689453, 315.9049987792969]","[2.961609363555908, 3.948812484741211]",0.8860494284068837
163562,0,"[293.3900146484375, 166.0]","[1.981874942779541, 2.642500162124634]",0.683497796456019
163640,1,"[528.5800170898438, 294.2049865722656]","[1.5168280601501465, 2.022437572479248]",0.637596333399415
163640,2,"[334.6449890136719, 234.99000549316406]","[0.6892499923706055, 0.918999969959259]",0.6458585445697491
163640,0,"[196.23500061035156, 296.54998779296875]","[1.4929687976837158, 1.9906249046325684]",0.8521373501190772
163682,0,"[215.22999572753906, 385.6549987792969]","[2.3751094341278076, 3.1668124198913574]",0.8597317814826966
163746,3,"[416.6449890136719, 308.79998779296875]","[0.8470312356948853, 1.1293749809265137]",0.9068617014323964
163746,2,"[83.59500122070312, 306.2749938964844]","[0.8330155611038208, 1.110687494277954]",0.9184742184246287
163746,0,"[187.7949981689453, 318.7349853515625]","[1.4921718835830688, 1.9895625114440918]",0.9206188917160034
163746,1,"[512.1699829101562, 318.614990234375]","[1.475765585899353, 1.9676874876022339]",0.9236929416656494
164602,1,"[395.3349914550781, 303.3699951171875]","[1.8771874904632568, 2.5029168128967285]",0.8432118686345907
164602,0,"[244.90499877929688, 270.8500061035156]","[2.926187515258789, 3.901583194732666]",0.8967221654378451
164883,0,"[141.92999267578125, 186.2949981689453]","[1.7741249799728394, 2.365499973297119]",0.688478273153305
164885,0,"[313.4049987792969, 176.75999450683594]","[0.710812509059906, 0.9477499723434448]",0.8821405172348022
165518,0,"[335.32000732421875, 316.81500244140625]","[1.3396406173706055, 1.7861874103546143]",0.8443425613291123
165681,2,"[321.06500244140625, 163.55499267578125]","[0.5085468888282776, 0.6780624985694885]",0.35832342963952285
165681,0,"[346.25, 170.7949981689453]","[0.5115468502044678, 0.6820625066757202]",0.5857046800000327
165681,1,"[378.2349853515625, 181.89999389648438]","[0.7052812576293945, 0.940375030040741]",0.8295773022315082
166165,0,"[378.010009765625, 168.1649932861328]","[1.4023749828338623, 1.8698333501815796]",0.8488561098392193
166165,1,"[138.53500366210938, 450.30999755859375]","[1.0965937376022339, 1.4621250629425049]",0.8800255691303926
166478,0,"[325.94500732421875, 250.31500244140625]","[3.1648125648498535, 4.219749927520752]",0.8386148003970876
166747,1,"[172.89500427246094, 126.80999755859375]","[0.3697499930858612, 0.49300000071525574]",0.6771233572679407
166747,3,"[202.47999572753906, 138.6300048828125]","[0.2827500104904175, 0.37700000405311584]",0.7608365907388575
166747,2,"[121.9749984741211, 283.42999267578125]","[0.4377187490463257, 0.5836249589920044]",0.7678737202111412
166747,0,"[95.56500244140625, 311.8599853515625]","[0.7221562266349792, 0.9628749489784241]",0.7802916607436012
166768,0,"[93.19499969482422, 380.0450134277344]","[2.3872032165527344, 3.1829376220703125]",0.6846381506094565
166768,1,"[249.02999877929688, 325.25]","[2.860499858856201, 3.813999891281128]",0.7348635521802035
166918,6,"[459.4549865722656, 308.6600036621094]","[0.24431249499320984, 0.3257499933242798]",0.37721526622772217
166918,2,"[129.5, 335.07000732421875]","[0.4111250042915344, 0.5481666922569275]",0.4532912164926529
166918,1,"[26.079999923706055, 358.44000244140625]","[0.5847187042236328, 0.7796250581741333]",0.5509327216581865
166918,5,"[66.96499633789062, 336.95001220703125]","[0.6702187657356262, 0.893625020980835]",0.6468258866896996
166918,0,"[437.7049865722656, 362.4800109863281]","[0.7126874923706055, 0.9502500295639038]",0.6475099646128141
166918,3,"[368.5799865722656, 307.44500732421875]","[0.2815781235694885, 0.37543749809265137]",0.7142536233771931
166918,4,"[229.3350067138672, 297.1400146484375]","[0.30393749475479126, 0.40525001287460327]",0.8148064796741192
167067,0,"[188.68499755859375, 246.1300048828125]","[2.3164374828338623, 3.088583469390869]",0.7662897184491158
167486,3,"[383.4200134277344, 235.55999755859375]","[0.5697187185287476, 0.7596249580383301]",0.37387061970574514
167486,0,"[267.6400146484375, 222.9949951171875]","[0.33051562309265137, 0.44068750739097595]",0.7261436008490049
167486,2,"[205.52499389648438, 252.98500061035156]","[1.6132968664169312, 2.151062488555908]",0.7327875608907026
167486,1,"[512.6950073242188, 228.2050018310547]","[0.6915468573570251, 0.9220624566078186]",0.8801851027152118
167572,0,"[574.02001953125, 74.94999694824219]","[0.812250018119812, 1.0829999446868896]",0.27144214510917664
167572,1,"[343.0400085449219, 63.619998931884766]","[2.128999948501587, 2.8386666774749756]",0.5637220059122358
168337,0,"[560.739990234375, 239.17999267578125]","[0.6248437762260437, 0.8331249952316284]",0.7957485703861013
168337,1,"[71.51000213623047, 306.4649963378906]","[0.7359843850135803, 0.9813124537467957]",0.8614218936246985
168883,2,"[442.5350036621094, 506.8999938964844]","[1.0836563110351562, 1.4448750019073486]",0.6696407079696656
168883,1,"[382.69500732421875, 551.1900024414062]","[1.1788125038146973, 1.5717500448226929]",0.7128599418534173
168883,3,"[87.20500183105469, 328.9800109863281]","[2.8323748111724854, 3.7764999866485596]",0.7366702959817999
168883,0,"[254.05999755859375, 376.7900085449219]","[2.3885626792907715, 3.1847500801086426]",0.8371382753054301
168974,0,"[160.1750030517578, 289.95001220703125]","[2.002187490463257, 2.669583320617676]",0.7817143061581779
169076,0,"[115.71499633789062, 140.46499633789062]","[0.7759374976158142, 1.034583330154419]",0.5623676947184971
169076,1,"[202.88999938964844, 160.22999572753906]","[0.6118749976158142, 0.815833330154419]",0.6270144432783127
169169,1,"[612.2449951171875, 401.6499938964844]","[0.32878124713897705, 0.43837499618530273]",0.7657180498628056
169169,0,"[264.125, 402.6199951171875]","[0.4977187514305115, 0.6636250019073486]",0.8466076956075781
169356,0,"[357.6099853515625, 117.68499755859375]","[1.6117500066757202, 2.1489999294281006]",0.627672057817964
169996,0,"[207.9499969482422, 350.7349853515625]","[0.5973281264305115, 0.7964375019073486]",0.7412074401098139
169996,1,"[441.6199951171875, 336.8800048828125]","[0.5008124709129333, 0.6677500009536743]",0.8141113256706911
170099,0,"[188.01499938964844, 254.43499755859375]","[2.175687551498413, 2.900916576385498]",0.8570997164799616
170116,0,"[604.8800048828125, 201.44500732421875]","[0.30042189359664917, 0.4005625247955322]",0.5671311256786188
170191,0,"[539.8150024414062, 263.94500732421875]","[2.393296718597412, 3.1910624504089355]",0.8892275796217077
170474,0,"[304.69000244140625, 251.00999450683594]","[2.0999062061309814, 2.799875259399414]",0.8641818523406982
170613,0,"[123.43499755859375, 329.1099853515625]","[1.568718671798706, 2.0916249752044678]",0.8079126038972069
170613,1,"[333.7200012207031, 315.54998779296875]","[1.269374966621399, 1.6924999952316284]",0.8576487653395709
170955,0,"[522.635009765625, 212.73500061035156]","[1.9401094913482666, 2.5868124961853027]",0.7016786821186543
171190,7,"[169.77000427246094, 410.31500244140625]","[2.1221251487731934, 2.829500198364258]",0.3738367607196172
171190,8,"[149.97000122070312, 364.625]","[1.8746249675750732, 2.499500036239624]",0.4777458520496593
171190,9,"[572.77001953125, 264.81500244140625]","[0.827875018119812, 1.1038333177566528]",0.48537509242693583
171190,5,"[239.5, 195.09500122070312]","[0.45887500047683716, 0.6118333339691162]",0.6743402540683746
171190,3,"[302.7799987792969, 198.8800048828125]","[0.5662500262260437, 0.7549999952316284]",0.6970816965286548
171190,2,"[353.8500061035156, 211.08999633789062]","[0.6285936832427979, 0.8381249904632568]",0.7261579685351428
171190,4,"[157.31500244140625, 203.15499877929688]","[0.5866405963897705, 0.7821875214576721]",0.7449870854616165
171190,1,"[435.8800048828125, 215.35499572753906]","[0.8300155997276306, 1.1066875457763672]",0.7464405087863698
171190,6,"[97.77999877929688, 240.5749969482422]","[0.908953070640564, 1.2119375467300415]",0.8090947060024037
171190,0,"[542.0650024414062, 235.72500610351562]","[0.8852344155311584, 1.1803125143051147]",0.8174040598027846
171382,6,"[192.00999450683594, 231.21499633789062]","[0.43129685521125793, 0.5750625133514404]",0.6547525388499101
171382,0,"[204.99000549316406, 134.57000732421875]","[1.2332500219345093, 1.6443333625793457]",0.810411323519314
171382,5,"[136.56500244140625, 217.60499572753906]","[0.6175781488418579, 0.823437511920929]",0.8426816568655127
171382,7,"[25.5, 216.16000366210938]","[0.6296250224113464, 0.8394999504089355]",0.8552689306876239
171382,3,"[463.69000244140625, 216.22000122070312]","[0.6156562566757202, 0.8208750486373901]",0.8658245205879211
171382,1,"[380.32501220703125, 213.00999450683594]","[0.6355312466621399, 0.8473750352859497]",0.8714641788426567
171382,2,"[405.94000244140625, 217.30499267578125]","[0.6022031307220459, 0.8029375076293945]",0.8742176329388338
171382,4,"[521.22998046875, 217.2899932861328]","[0.8613750338554382, 1.1484999656677246]",0.9287182793897741
171757,2,"[470.4700012207031, 309.9599914550781]","[1.5847499370574951, 2.11299991607666]",0.5263540727250716
171757,0,"[183.41000366210938, 304.2200012207031]","[1.638562560081482, 2.1847500801086426]",0.7345915226375356
171788,0,"[245.26499938964844, 367.07000732421875]","[2.4210000038146973, 3.2280001640319824]",0.8497013169176438
172571,0,"[419.2799987792969, 40.46500015258789]","[2.746500015258789, 3.6619999408721924]",0.4819684670521663
172617,0,"[239.5800018310547, 199.81500244140625]","[1.8732656240463257, 2.497687578201294]",0.7948978394269943
172648,0,"[368.93499755859375, 297.75]","[0.8902499675750732, 1.187000036239624]",0.7768648845307967
172649,0,"[498.7550048828125, 103.55500030517578]","[0.9376875162124634, 1.2502501010894775]",0.9306935632930082
172877,0,"[305.8399963378906, 270.7850036621094]","[2.5016250610351562, 3.3355000019073486]",0.8290458952679354
172935,0,"[193.36500549316406, 138.27999877929688]","[0.48118752241134644, 0.6415833234786987]",0.4589322566986084
172935,1,"[336.9150085449219, 303.375]","[0.4669218957424164, 0.6225625276565552]",0.6085176257526174
172946,2,"[358.0400085449219, 151.9600067138672]","[0.21412499248981476, 0.28550001978874207]",0.34623903036117554
